audio_filepath,ref,hyp_greedy
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0224_W3A-0606.wav,सामकी,सामकी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0024_W3A-0442.wav,जाती,जाती
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0197_W1-0011.wav,वचूं नाका,वचूं नाका
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0477_W2-0862.wav,फ़तेहगढ,फ<unk>तेहगढ
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0304_S-0354.wav,मॅरीचे लंगडावप म्हाका दुखी करतालें.,मॅरीचे लंगडावप म्हाका दुखी करतालें.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-FullSet-W3B_SP-0001_W3B-0511.wav,फोन,फोन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Person Name-W2_SP-0048_W2-0150.wav,गौरी शंकर प्रसाद,गौरी शंकर प्रसाद
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Most Frequent Word-FullSet-W3B_SP-0004_W3B-0528.wav,भोगप,भोगप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0335_W1-0078.wav,रावय नाका,रावय नाका
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-FullSet-W3B_SP-0150_W3B-0476.wav,पोर,पोर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Most Frequent Word-Part-W3A_SP-0020_W3A-0789.wav,चोर,चोर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Person Name-W2_SP-0438_W2-0480.wav,लॅफ्ट.ज. जे एफ आर जेकब,लॅफ्ट.ज. जे एफ आर जेकबआर जेकब
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0121_S-0282.wav,थंडेच्या दिसांनी कानतोपी घाल्यार थंडी खायना.,थंडेच्या दिसांनी कानतोपी घाल्यार थंडी खायना.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0218_W1-0303.wav,णवी,णवी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Command and Control Words-W1_SP-0025_W1-0229.wav,एकसठ,एकसठ
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Command and Control Words-W1_SP-0004_W1-0034.wav,करचें,करचें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0304_S-0336.wav,शान हो एक नामनेचो गायक.,शान हो एक नामनेचो गायक.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0233_W1-0206.wav,आठ्ठीस,आठ्ठीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0194_S-0361.wav,वक्रतुंड हें नावानूंय आमी देवा गणपतीक वळखतात.,वक्रतुंड हें नावानूंय आमी देवा गणपतीक वळखतात.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0299_W3A-0864.wav,भोंवतण,भोंवतण
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Person Name-W2_SP-0226_W2-0216.wav,टोनी ग्रेग,टोनी ग्रेग
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0149_S-0066.wav,ऋग्वेद हो चार वेदांतलो पयलो वेद.,ऋग्वेद हो चार वेदांतलो पयलो वेद.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Command and Control Words-W1_SP-0258_W1-0180.wav,बारा,बारा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Form and Function Word-W5_SP-0044_W5-0480.wav,काल,काल
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0263_W1-0206.wav,आठ्ठीस,आठ्ठीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Phonetically Balanced-W4_SP-0197_W4-0355.wav,हालप,हालप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Person Name-W2_SP-0461_W2-0025.wav,अरविंद डिसिल्वा,अररविंद डिसिल्वा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0028_W3A-0681.wav,फावप,फावप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0488_W1-0273.wav,खर्व,खर्व
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0206_W1-0145.wav,मार्स,मार्स
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Date-D/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Date-D_SP-0449_D-0002.wav,आमी आमचो स्वतंत्रताय दीस केंन्ना मनयतात?,आी आमोस्वतंत्रतातय द केननननतात?
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-FullSet-W3B_SP-0091_W3B-0326.wav,उबो,उबो
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0101_W3A-0153.wav,देखून,देखून
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0185_S-0319.wav,बचकभर बिकणां घेवन राम धावलो.,बचकभर बिकणां घेवन राम धावलो.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Phonetically Balanced-W4_SP-0153_W4-0302.wav,वाफ,वाफ
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0070_S-0004.wav,म्हज्या घराच्या आंगणांतल्यान निराकाराच्या देवळाचो कळस दिश्टी पडटा.,म्हज्या घराच्या आंगणांतल्यािराकच्या देवळाचो कळस दिश्टी पडटा.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0380_W2-0608.wav,हर्षिता जौहरी,ह्षिता जौहरी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Sentence-S_SP-0226_S-0054.wav,विश्णु हो भरगो शिकपाक सामको हुशार.,विश्णु हो भरगो शिकपाक सामको हुशार.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0489_W1-0322.wav,साडे तीन,साडे तीन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0418_W2-0082.wav,ऐलेन डोनाल्ड,ऐलेन डोनाल्ड
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0969.wav,पावलें,पावलें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Form and Function Word-W5_SP-0044_W5-0498.wav,तेभाशेन,तेभाशेन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0279_W3A-0638.wav,झूज,झूज
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0049_W1-0132.wav,मंगळार,मंगळार
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Person Name-W2_SP-0056_W2-0517.wav,शम्मी कपूर,शम्मी कपूर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0001_W3A-0244.wav,फावट,फावट
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0482_W3A-0553.wav,तशीं,तशीं
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0085_W2-0595.wav,सौदामिनी देवी,सौदामिनी देवी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Form and Function Word-W5_SP-0157_W5-0087.wav,पळप,पळप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0101_W3A-0182.wav,बरो,बरो
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Form and Function Word-W5_SP-0421_W5-0078.wav,धांवप,धांवप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-FullSet-W3B_SP-0091_W3B-0321.wav,परतप,परतप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0104_W3A-0229.wav,तकली,तकली
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0119_W2-0342.wav,बालेश्वर राय,बालेश्वर राय
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Sentence-S_SP-0204_S-0316.wav,हांगा कोणतरी भयानक जनावर आसूंक जाय.,हांगा कोणतरी भयानक जनावर आसूंक जाय.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0097_W3A-0140.wav,तातूंत,तातूंत
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0429_S-0272.wav,अंधविश्वास भारतातल्यान नाच जावपाक जाय.,अंधविश्वास भारतातल्यान नाच जावपाक जाय.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0315_W1-0095.wav,सांगात,सांगात
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0062_W1-0192.wav,चोवीस,चोवीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0046.wav,मनीस,मनीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Command and Control Words-W1_SP-0439_W1-0150.wav,जून,जून
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0062_W1-0094.wav,सांग,सांग
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0089_W2-0038.wav,आमीर सुहैल खान,आमीर सुहैल खान
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0356_W2-0117.wav,के. करुणानिधि,के. करुणानिधि
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-Part-W3A_SP-0180_W3A-0947.wav,साबार,साबार
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-FullSet-W3B_SP-0102_W3B-0906.wav,मानवप,मानवप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Command and Control Words-W1_SP-0424_W1-0295.wav,पयलीं,पयलीं
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0228_W3A-0730.wav,घडणूक,घडणूक
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0402_W3A-0112.wav,आशिल्लो,आिल्लो
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0472_W1-0244.wav,शात्तर,शात्तर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0297_S-0045.wav,मनोहरराय सरदेसाय हे कोंकणीचे अजरंवर कवी.,मनोहरराय सरदेसाय हे कोंकणीचे अजरंवर कवी.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Form and Function Word-W5_SP-0421_W5-0407.wav,भावार्थी,भावार्थी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0215_W1-0142.wav,फेब्रुवारी,फेब्रुवारी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0413_S-0343.wav,सगळ्याचें रक्त तांबडे.,सगळ्याचें रक्त तांबडे.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0201_W2-0930.wav,रामनाथपुरम,रामनाथपुरम
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0470_S-0420.wav,न्यायसभें समक्ष महानंदान आपणें केल्ल्या गुन्यांवाची कबुली दिली.,न्यायसभें समक्ष महानंदान आपणें केल्ल्या गुन्यांवाची कबुली दिी.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-FullSet-W3B_SP-0034_W3B-0037.wav,ताचें,ताचे
